id,empid,memid,empdate,status
1729,1466,1705,2019-07-01,A
1730,1466,1706,2019-07-01,A
1731,1590,1707,2019-07-01,A
1732,1591,1708,2019-07-01,A
1733,1592,1709,2019-07-01,A
1734,1593,1710,2019-07-01,A
1735,1594,1711,2019-07-01,A
1736,1595,1712,2019-07-01,A
1737,1596,1713,2019-07-01,A
1738,1597,1714,2019-07-01,A
1739,1598,1715,2019-07-01,A
1740,1599,1716,2019-07-01,A
1741,1600,1717,2019-07-01,A
1742,1601,1718,2019-07-01,A
1743,1603,1719,2019-07-01,A
1744,1602,1720,2019-07-01,A
1745,1604,1721,2019-07-01,A
1746,1605,1722,2019-07-01,A
1747,1607,1723,2019-07-01,A
1748,1608,1724,2019-07-01,A
1749,1609,1725,2019-07-01,A
1750,1606,1726,2019-07-01,A
1751,1432,1727,2019-07-01,A
1752,1610,1728,2019-07-01,A
1753,1611,1729,2019-07-01,A
1754,1612,1730,2019-07-01,A
1755,1613,1731,2019-07-01,A
1756,1614,1732,2019-07-01,A
1757,1615,1733,2019-07-01,A
1758,1616,1734,2019-07-01,A
1759,1617,1735,2019-07-01,A
1760,1618,1736,2019-07-01,A
1761,1619,1737,2019-07-01,A
1762,1620,1738,2019-07-01,A
1763,1621,1739,2019-07-01,A
1764,1622,1740,2019-07-01,A
1765,1377,1741,2019-07-01,A
1766,1558,1742,2019-07-01,A
1767,1623,1743,2019-07-01,A
1768,1624,1744,2019-07-01,A
1769,1625,1745,2019-07-01,A
1770,1626,1746,2019-07-01,A
1771,1627,1747,2019-07-01,A
1772,1628,1748,2019-07-01,A
1773,1630,1749,2019-07-01,A
1774,1629,1750,2019-07-01,A
1775,1631,1751,2019-07-01,A
1776,1632,1752,2019-07-01,A
1777,1634,1753,2019-07-01,A
1778,1633,1754,2019-07-01,A
1779,1635,1755,2019-07-01,A
1780,1637,1756,2019-07-01,A
1781,1636,1757,2019-07-01,A
1782,1638,1758,2019-07-01,A
1783,1639,1759,2019-07-01,S
1784,1640,1760,2019-07-01,A
1785,1642,1761,2019-07-01,A
1786,1643,1762,2019-07-01,A
1787,1644,1763,2019-07-01,A
1788,1641,1764,2019-07-01,A
1789,1645,1765,2019-07-01,A
1790,1646,1766,2019-07-01,A
1791,1647,1767,2019-07-01,A
1792,1648,1768,2019-07-01,A
1793,1649,1769,2019-07-01,A
1794,1651,1770,2019-07-01,A
1795,1650,1771,2019-07-01,A
1796,1652,1772,2019-07-01,A
1797,1653,1773,2019-07-01,A
1798,1655,1774,2019-07-01,A
1799,1654,1775,2019-07-01,A
1800,1656,1776,2019-07-01,A
1801,1657,1777,2019-07-01,A
1802,1658,1778,2019-07-01,A
1803,1659,1779,2019-07-01,A
1804,1660,1780,2019-07-01,A
1805,1661,1781,2019-07-01,A
1806,1662,1782,2019-07-01,A
1807,1663,1783,2019-07-01,A
1808,1665,1784,2019-07-01,A
1809,1664,1785,2019-07-01,A
1810,1664,1786,2019-07-01,A
1811,1666,1787,2019-07-01,A
1812,1667,1788,2019-07-01,A
1813,1668,1789,2019-07-01,A
1814,1669,1790,2019-07-01,A
1815,1670,1791,2019-07-01,A
1816,1672,1792,2019-07-01,A
1817,1671,1793,2019-07-01,A
1818,1667,1794,2019-07-01,A
1819,1673,1795,2019-07-01,A
1820,1674,1796,2019-07-01,A
1821,1675,1797,2019-07-01,A
1822,1676,1798,2019-07-01,A
1823,1677,1799,2020-09-23,A
1824,1678,1800,2019-07-01,A
1825,1679,1801,2019-07-01,A
1826,1681,1802,2019-07-01,A
1827,1680,1803,2019-07-01,A
1828,1682,1804,2019-07-01,A
1829,1683,1805,2019-07-01,A
1830,1684,1806,2019-07-01,A
1831,1685,1807,2019-07-01,A
1832,1686,1808,2019-07-01,A
1833,1687,1809,2019-07-01,A
1834,1687,1810,2019-07-01,A
1835,1492,1811,2019-01-01,A
1836,1689,1812,2019-07-01,A
1837,1690,1813,2019-07-01,A
1838,1691,1814,2019-07-01,A
1839,1692,1815,2019-07-01,A
1840,1694,1816,2019-07-01,A
1841,1693,1817,2019-07-01,S
1842,1695,1818,2019-07-01,A
1843,1696,1819,2019-07-01,A
1844,1697,1820,2019-07-01,A
1845,1698,1821,2019-07-01,A
1846,1699,1822,2019-07-01,A
1847,1700,1823,2019-07-01,A
1848,1701,1824,2019-07-01,A
1849,1702,1825,2019-07-01,A
1850,1703,1826,2019-07-01,A
1851,1704,1827,2019-07-01,A
1852,1705,1828,2019-07-01,A
1853,1706,1829,2019-07-01,A
1854,1707,1830,2019-07-01,A
1855,1708,1831,2019-07-01,A
1856,1709,1832,2019-07-01,A
1857,1710,1833,2019-07-01,A
1858,1711,1834,2019-07-01,A
1859,1712,1835,2019-07-01,A
1860,1713,1836,2019-07-01,A
1861,1714,1837,2019-07-01,A
1862,1717,1838,2019-07-01,A
1863,1718,1839,2019-07-01,A
1864,1720,1840,2019-07-01,A
1865,1721,1841,2019-07-01,A
1866,1722,1842,2019-07-01,A
1867,1723,1843,2019-07-01,A
1868,1724,1844,2019-07-01,A
1869,1725,1845,2019-07-01,A
1870,1726,1846,2019-07-01,A
1871,1727,1847,2019-07-01,A
1872,1728,1848,2019-07-01,A
1873,1729,1849,2019-07-01,A
1874,1730,1850,2019-07-01,A
1875,1731,1851,2019-07-01,A
1876,1732,1852,2019-07-01,A
1877,1733,1853,2019-07-01,A
1878,1735,1854,2019-07-01,A
1879,1734,1855,2002-01-01,A
1880,1736,1856,2019-07-01,A
1881,1716,1857,1989-07-01,A
1882,1737,1858,2019-07-01,A
1883,1738,1859,2019-07-01,A
1884,1739,1860,2019-07-01,A
1885,1719,1861,2019-07-01,A
1886,1740,1862,2019-07-01,A
1887,1741,1863,2019-07-01,A
1888,1742,1864,2019-07-01,A
1889,1743,1865,2019-07-01,A
1890,1744,1866,2019-07-01,A
1891,1745,1867,2019-07-01,A
1892,1746,1868,2019-07-01,A
1893,1747,1869,2019-07-01,A
1894,1748,1870,2019-07-01,A
1895,1749,1871,2019-07-01,A
1896,1750,1872,2019-07-01,A
1897,1751,1873,2019-07-01,A
1898,1752,1874,2019-07-01,A
1899,1753,1875,2019-07-01,A
1900,1754,1876,2019-07-01,A
1901,1755,1877,2019-07-01,A
1902,1756,1878,2019-07-01,A
1903,1757,1879,2019-07-01,A
1904,1758,1880,2019-07-01,A
1905,1759,1881,2019-07-01,A
1906,1760,1882,2019-07-01,A
1907,1761,1883,2019-07-01,A
1908,1762,1884,2019-07-01,A
1909,1763,1885,2019-07-01,A
1910,1764,1886,2019-07-01,A
1911,1765,1887,2019-07-01,A
1912,1766,1888,2019-07-01,A
1913,1767,1889,2019-07-01,A
1914,1768,1890,2019-07-01,A
1915,1769,1891,2019-07-01,A
1916,1770,1892,2019-07-01,A
1917,1771,1893,2019-07-01,A
1918,1772,1894,2019-07-01,A
1919,1773,1895,2019-07-01,A
1920,1774,1896,2019-07-01,A
1921,1775,1897,2019-07-01,A
1922,1776,1898,2019-07-01,A
1923,1777,1899,2019-07-01,A
1924,1778,1900,2000-09-13,A
1925,1779,1901,2019-07-01,A
1926,1780,1902,2019-07-01,A
1927,1781,1903,2019-07-01,A
1928,1782,1904,2019-07-01,A
1929,1783,1905,2019-07-01,A
1930,1784,1906,2019-07-01,A
1931,1785,1907,2019-07-01,A
1932,1786,1908,2019-07-01,A
1933,1787,1909,2019-07-01,A
1934,1788,1910,2019-07-01,A
1935,1789,1911,2019-07-01,A
1936,1790,1912,2019-07-01,A
1937,1791,1913,2019-07-01,A
1938,1792,1914,2019-07-01,A
1939,1793,1915,2019-07-01,A
1940,1794,1916,2019-07-01,A
1941,1795,1917,2019-07-01,A
1942,1796,1918,2019-07-01,A
1943,1798,1919,2019-07-01,A
1944,1799,1920,2019-07-01,A
1945,1800,1921,2019-07-01,A
1946,1801,1922,2019-07-01,A
1947,1802,1923,2019-07-01,A
1948,1803,1924,2019-07-01,A
1949,1804,1925,2019-07-01,A
1950,1805,1926,2019-07-01,A
1951,1806,1927,2019-07-01,A
1952,1807,1928,2019-07-01,A
1953,1808,1929,2019-07-01,A
1954,1809,1930,2019-07-01,A
1955,1810,1931,1988-11-01,A
1956,1811,1932,2019-07-01,A
1957,1812,1933,2019-07-01,A
1958,1812,1934,2019-07-01,S
1959,1813,1935,2019-07-01,A
1960,1814,1936,2019-07-01,A
1961,1815,1937,2019-07-01,A
1962,1816,1938,2019-07-01,A
1963,1817,1939,2019-07-01,A
1964,1818,1940,2019-07-01,A
1965,1819,1941,2019-07-01,A
1966,1820,1942,2019-07-01,A
1967,1821,1943,2019-07-01,A
1968,1822,1944,2019-07-01,A
1969,1823,1945,2019-07-01,A
1970,1824,1946,2019-07-01,A
1971,1825,1947,2019-07-01,A
1972,1826,1948,2019-07-01,A
1973,1827,1949,2019-07-01,A
1974,1828,1950,2019-07-01,A
1975,1829,1951,2019-07-01,A
1976,1830,1952,2019-07-01,A
1977,1831,1953,2019-07-01,A
1978,1832,1954,2019-07-01,A
1979,1833,1955,2019-07-01,A
1980,1834,1956,2019-07-01,A
1981,1835,1957,2019-07-01,A
1982,1836,1958,2019-07-01,A
1983,1837,1959,2019-07-01,A
1984,1838,1960,2019-07-01,A
1985,1839,1961,2019-07-01,A
1986,1840,1962,2019-07-01,A
1987,1841,1963,2019-07-01,A
1988,1842,1964,2019-07-01,A
1989,1843,1965,2019-07-01,A
1990,1844,1966,2019-07-01,A
1991,1845,1967,2019-07-01,A
1992,1846,1968,2019-07-01,A
1993,1847,1969,2019-07-01,A
1994,1848,1970,2019-07-01,A
1995,1849,1971,2019-07-01,A
1996,1850,1972,2019-07-01,A
1997,1851,1973,2019-07-01,A
1998,1852,1974,2019-07-01,A
1999,1853,1975,2019-07-01,A
2000,1854,1976,2019-07-01,A
2001,1855,1977,2019-07-01,A
2002,1856,1978,2019-07-01,A
2003,1857,1979,2019-07-01,A
2004,1858,1980,2019-07-01,A
2005,1859,1981,2019-07-01,A
2006,1860,1982,2019-07-01,A
2007,1861,1983,2019-07-01,A
2008,1862,1984,2019-07-01,A
2009,1864,1985,2019-07-01,A
2010,1863,1986,2019-07-01,A
2011,1865,1987,2019-07-01,A
2012,1866,1988,2019-07-01,A
2013,1867,1989,2019-07-01,A
2014,1868,1990,2019-07-01,S
2015,1869,1991,2019-07-01,A
2016,1871,1992,2019-07-01,A
2017,1870,1993,2019-07-01,A
2018,1872,1994,2019-07-01,A
2019,1874,1995,2019-07-01,A
2020,1875,1996,2019-07-01,A
2021,1876,1997,2019-07-01,A
2022,1877,1998,2019-07-01,A
2023,1878,1999,2019-07-01,A
2024,1879,2000,2019-07-01,A
2025,1880,2001,2019-07-01,A
2026,1881,2002,2019-07-01,A
2027,1882,2003,2019-07-01,A
2028,1873,2004,2019-07-01,A
2029,1883,2005,2019-07-01,A
2030,1884,2006,2019-07-01,A
2031,1885,2007,2019-07-01,A
2032,1886,2008,2019-07-01,A
2033,1887,2009,2019-07-01,A
2034,1888,2010,2019-07-01,A
2035,1889,2011,2019-07-01,A
2036,1890,2012,2019-07-01,A
2037,1891,2013,2019-07-01,A
2038,1892,2014,2019-07-01,A
2039,1893,2015,2019-07-01,A
2040,1894,2016,2019-07-01,A
2041,1895,2017,1992-07-01,A
2042,1896,2018,2019-07-01,A
2043,1897,2019,2019-07-01,A
2044,1898,2020,2019-07-01,A
2045,1899,2021,2019-07-01,A
2046,1797,2022,2019-07-01,A
2047,1900,2023,2019-07-01,A
2048,1901,2024,2019-07-01,A
2049,1902,2025,2019-07-01,A
2050,1903,2026,2019-07-01,A
2051,1904,2027,2019-07-01,A
2052,1905,2028,2019-07-01,A
2053,1906,2029,2019-07-01,A
2054,1907,2030,2019-07-01,A
2055,1908,2031,2019-07-01,A
2056,1909,2032,2019-07-01,A
2057,1910,2033,2019-07-01,A
2058,1911,2034,2019-07-01,A
2059,1912,2035,2019-07-01,A
2060,1913,2036,2019-07-01,A
2061,1914,2037,2019-07-01,A
2062,1915,2038,2019-07-01,A
2063,1916,2039,2019-07-01,A
2064,1917,2040,2019-07-01,A
2065,1918,2041,2019-07-01,A
2066,1920,2042,2019-07-01,A
2067,1919,2043,2019-07-01,A
2068,1921,2044,2019-07-01,A
2069,1922,2045,2019-07-01,A
2070,1923,2046,2019-07-01,A
2071,1924,2047,2019-07-01,A
2072,1925,2048,2019-07-01,A
2073,1926,2049,2019-07-01,A
2074,1927,2050,2019-07-01,A
2075,1928,2051,2019-07-01,A
2076,1930,2052,2019-07-01,A
2077,1931,2053,2019-07-01,A
2078,1929,2054,2019-07-01,A
2079,1932,2055,2019-07-01,A
2080,1933,2056,2019-07-01,A
2081,1934,2057,2019-07-01,A
2082,1935,2058,2019-07-01,A
2083,1936,2059,2019-07-01,A
2084,1937,2060,2019-07-01,A
2085,1938,2061,2019-07-01,A
2086,1939,2062,2019-07-01,A
2087,1940,2063,2019-07-01,A
2088,1941,2064,2019-07-01,A
2089,1942,2065,2019-07-01,A
2090,1943,2066,2019-07-01,A
2091,1944,2067,2019-07-01,A
2092,1945,2068,2019-07-01,A
2093,1946,2069,2019-07-01,A
2094,1947,2070,2019-07-01,A
2095,1948,2071,2019-07-01,A
2096,1949,2072,2019-07-01,A
2097,1950,2073,2019-07-01,A
2098,1951,2074,2019-07-01,A
2099,1952,2075,2019-07-01,A
2100,1953,2076,2019-07-01,A
2101,1954,2077,2019-07-01,A
2102,1955,2078,2019-07-01,A
2103,1956,2079,2019-07-01,A
2104,1957,2080,2019-07-01,A
2105,1958,2081,2019-07-01,A
2106,1959,2082,2019-07-01,A
2107,1960,2083,2019-07-01,A
2108,1961,2084,2019-07-01,A
2109,1962,2085,2019-07-01,A
2110,1963,2086,2019-07-01,A
2111,1964,2087,2019-07-01,A
2112,1965,2088,2019-07-01,A
2113,1966,2089,2019-07-01,A
2114,1967,2090,2019-07-01,A
2115,1968,2091,2019-07-01,A
2116,1969,2092,2019-07-01,A
2117,1970,2093,2019-07-01,A
2118,1971,2094,2019-07-01,A
2119,1972,2095,2019-07-01,A
2120,1973,2096,2019-07-01,A
2121,1974,2097,2019-07-01,A
2122,1976,2098,2019-07-01,A
2123,1977,2099,2019-07-01,A
2124,1978,2100,2019-07-01,A
2125,1979,2101,2019-07-01,A
2126,1980,2102,2019-07-01,A
2127,1981,2103,2019-07-01,A
2128,1982,2104,2019-07-01,A
2129,1983,2105,2019-07-01,A
2130,1975,2106,2019-07-01,A
2131,1984,2107,2019-07-01,A
2132,1985,2108,2019-07-01,A
2133,1986,2109,2019-07-01,A
2134,1987,2110,2019-07-01,A
2135,1988,2111,2019-07-01,A
2136,1990,2112,2019-07-01,A
2137,1991,2113,2019-07-01,A
2138,1992,2114,2019-07-01,A
2139,1993,2115,2019-07-01,A
2140,1995,2116,2019-07-01,A
2141,1994,2117,2019-07-01,A
2142,1996,2118,2019-07-01,A
2143,1997,2119,2019-07-01,A
2144,1998,2120,2019-07-01,A
2145,1999,2121,2019-07-01,A
2146,2000,2122,2019-07-01,A
2147,2001,2123,2019-07-01,A
2148,2002,2124,2019-07-01,A
2149,2003,2125,2019-07-01,A
2150,2004,2126,2019-07-01,A
2151,2005,2127,2019-07-01,A
2152,2006,2128,2019-07-01,A
2153,2007,2129,2019-07-01,A
2154,2008,2130,2019-07-01,A
2155,2009,2131,2019-07-01,A
2156,2010,2132,2019-07-01,A
2157,2011,2133,2019-07-01,A
2158,2012,2134,2019-07-01,A
2159,2013,2135,2019-07-01,A
2160,2014,2136,2019-07-01,A
2161,2015,2137,2019-07-01,A
2162,2016,2138,2019-07-01,A
2163,2017,2139,2019-07-01,A
2164,1456,2140,2019-07-01,A
2165,2019,2141,2019-07-01,A
2166,1245,2142,2019-07-01,A
2167,1294,2143,2019-07-01,A
2168,2022,2144,2019-07-01,A
2169,2023,2145,2019-07-01,A
2170,2024,2146,2019-07-01,A
2171,2025,2147,2019-07-01,A
2172,2026,2148,2019-07-01,A
2173,2027,2149,2019-07-01,A
2174,2028,2150,2019-07-01,A
2175,2029,2151,2019-07-01,A
2176,2030,2152,2019-07-01,A
2177,2031,2153,2019-07-01,A
2178,1294,2154,2019-07-01,A
2179,2033,2155,2019-07-01,A
2180,2034,2156,2019-07-01,A
2181,2035,2157,2019-07-01,A
2182,2036,2158,2019-07-01,A
2183,2037,2159,2019-07-01,A
2184,2039,2160,2019-07-01,A
2185,2038,2161,2019-07-01,A
2186,2040,2162,2019-07-01,A
2187,2042,2163,2019-07-01,A
2188,2041,2164,2019-07-01,A
2189,2044,2165,2019-07-01,A
2190,2043,2166,2019-07-01,A
2191,2045,2167,2019-07-01,A
2192,2046,2168,2019-07-01,A
2193,2047,2169,2019-07-01,A
2194,2048,2170,2019-07-01,A
2195,2049,2171,2019-07-01,A
2196,2051,2172,2019-07-01,A
2197,2050,2173,2019-07-01,A
2198,2052,2174,2019-07-01,A
2199,2053,2175,2019-07-01,A
2200,2054,2176,2019-07-01,A
2201,2055,2177,2019-07-01,A
2202,2056,2178,2019-07-01,A
2203,2057,2179,2019-07-01,A
2204,2058,2180,2019-07-01,A
2205,581,2181,2019-07-01,A
2206,2060,2182,2019-07-01,A
2207,2061,2183,2019-07-01,A
2208,2059,2184,2019-07-01,A
2209,2062,2185,2019-07-01,A
2210,2063,2186,2019-07-01,A
2211,2064,2187,1989-08-05,A
2212,2066,2188,2019-07-01,S
2213,2065,2189,2019-07-01,A
2214,2067,2190,2019-07-01,A
2215,2068,2191,2019-07-01,A
2216,2069,2192,2019-07-01,A
2217,2070,2193,2019-07-01,A
2218,2071,2194,2019-07-01,A
2219,2072,2195,2019-07-01,A
2220,2073,2196,2019-07-01,A
2221,2074,2197,2019-07-01,A
2222,2075,2198,2019-07-01,A
2223,2076,2199,2019-07-01,A
2224,2078,2200,2019-07-01,A
2225,2077,2201,2019-07-01,A
2226,2079,2202,2019-07-01,A
2227,2080,2203,2019-07-01,A
2228,2081,2204,2019-07-01,A
2229,2082,2205,2019-07-01,A
2230,2083,2206,2019-07-01,A
2231,2084,2207,2019-07-01,A
2232,2085,2208,2019-07-01,A
2233,2086,2209,2019-07-01,A
2234,2087,2210,2019-07-01,A
2235,2088,2211,2019-07-01,A
2236,2089,2212,2019-07-01,A
2237,2090,2213,2019-07-01,A
2238,2091,2214,2019-07-01,A
2239,2092,2215,2019-07-01,A
2240,1453,2216,2019-07-01,A
2241,2094,2217,2019-07-01,A
2242,2095,2218,2019-07-01,A
2243,1616,2219,2019-07-01,A
2244,2097,2220,2019-07-01,A
2245,2098,2221,2019-07-01,A
2246,2099,2222,2019-07-01,A
2247,2100,2223,2019-07-01,A
2248,2101,2224,2019-07-01,A
2249,2102,2225,2019-07-01,A
2250,2103,2226,2019-07-01,A
2251,1177,2227,2019-07-01,A
2252,2105,2228,2019-07-01,A
2253,2106,2229,2019-07-01,A
2254,2107,2230,2019-07-01,A
2255,2108,2231,2019-07-01,A
2256,2109,2232,2019-07-01,A
2257,2110,2233,2019-07-01,A
2258,2111,2234,2019-07-01,A
2259,2112,2235,2019-07-01,A
2260,2113,2236,2019-07-01,A
2261,2114,2237,2019-07-01,A
2262,2115,2238,2019-07-01,A
2263,2116,2239,2019-07-01,A
2264,1234,2240,2019-07-01,A
2265,2118,2241,2019-07-01,A
2266,2120,2242,2019-01-01,A
2267,2121,2243,2019-01-01,A
2268,2122,2244,2019-01-01,A
2269,2123,2245,2019-01-01,A
2270,2124,2246,2019-01-01,A
2271,2125,2247,2019-01-01,A
2272,2126,2248,2019-01-01,A
2273,2127,2249,2019-01-01,A
2274,2128,2250,2019-01-01,A
2275,2129,2251,2019-01-01,A
2276,2119,2252,2019-07-01,A
2277,2130,2253,2019-07-01,A
2278,2131,2254,2019-01-01,A
2279,2132,2255,2019-01-01,A
2280,2134,2256,2019-01-01,A
2281,2135,2257,2019-01-01,A
2282,2136,2258,2019-01-01,A
2283,2133,2259,2019-07-01,A
2284,2137,2260,2019-01-01,A
2285,2138,2261,2019-07-01,A
2286,2139,2262,2019-01-01,A
2287,2140,2263,2019-07-01,A
2288,2141,2264,2019-07-01,A
2289,2142,2265,2019-01-01,A
2290,2143,2266,2019-07-01,A
2291,2144,2267,2019-01-01,A
2292,2145,2268,2019-07-01,A
2293,2146,2269,2019-07-01,S
2294,2147,2270,2019-01-01,A
2295,2148,2271,2019-07-01,A
2296,2149,2272,2019-07-01,A
2297,2150,2273,2019-01-01,A
2298,2151,2274,2019-07-01,A
2299,2152,2275,2019-01-01,A
2300,2153,2276,2019-01-01,S
2301,2154,2277,2019-07-01,A
2302,2155,2278,2019-01-31,A
2303,2156,2279,2019-07-01,A
2304,2157,2280,2019-01-01,A
2305,2159,2281,2019-01-01,A
2306,2160,2282,2019-01-01,A
2307,2158,2283,2019-07-01,A
2308,2162,2284,2019-07-01,A
2309,2161,2285,2019-01-01,A
2310,2163,2286,2019-07-01,A
2311,2164,2287,2019-01-31,A
2312,2165,2288,2019-07-01,A
2313,2166,2289,2019-07-01,A
2314,2167,2290,2019-07-01,A
2315,2168,2291,2019-07-01,S
2316,2169,2292,2019-07-01,S
2317,2170,2293,2019-07-01,A
2318,2171,2294,2019-07-01,A
2319,2172,2295,2019-07-01,A
2320,2173,2296,2019-07-01,A
2321,2174,2297,2019-07-01,A
2322,2175,2298,2019-07-01,A
2323,2176,2299,2019-07-01,A
2324,2177,2300,2019-07-01,A
2325,2178,2301,2019-07-01,A
2326,2180,2302,2019-01-01,A
2327,2179,2303,2019-07-01,A
2328,2181,2304,2019-07-01,A
2329,2182,2305,2019-07-01,A
2330,2183,2306,2019-07-01,A
2331,2184,2307,2019-07-01,A
2332,2185,2308,2019-07-01,A
2333,2186,2309,2019-07-01,A
2334,2187,2310,2019-07-01,A
2335,2188,2311,2019-01-01,A
2336,2189,2312,2019-07-01,A
2337,2190,2313,2019-07-01,A
2338,2191,2314,2019-07-01,A
2339,2192,2315,2019-07-01,A
2340,2193,2316,2019-07-01,A
2341,2194,2317,2019-07-01,A
2342,2195,2318,2019-07-01,A
2343,2196,2319,2019-07-01,A
2344,2198,2320,2019-07-01,A
2345,2197,2321,2019-07-01,A
2346,2199,2322,2019-07-01,A
2347,2200,2323,2019-07-01,A
2348,2202,2324,2019-07-01,A
2349,2201,2325,1989-07-01,A
2350,2203,2326,2019-07-01,A
2351,2204,2327,2019-07-01,A
2352,2205,2328,2019-07-01,S
2353,2206,2329,2019-07-01,A
2354,2207,2330,2019-07-01,A
2355,2209,2331,2019-07-01,A
2356,2210,2332,2019-01-01,A
2357,2208,2333,2019-07-01,A
2358,2211,2334,2019-07-01,A
2359,2212,2335,2019-07-01,A
2360,2213,2336,2019-07-01,A
2361,2214,2337,2019-07-01,A
2362,2216,2338,2019-01-01,A
2363,2215,2339,2019-07-01,A
2364,2217,2340,2019-07-01,A
2365,2218,2341,2019-01-01,A
2366,2219,2342,2019-07-01,A
2367,2220,2343,2019-07-01,A
2368,2221,2344,2019-07-01,A
2369,2222,2345,2019-07-01,A
2370,2223,2346,2019-07-01,A
2371,2224,2347,2019-07-01,A
2372,2225,2348,2019-07-01,A
2373,2226,2349,2019-07-01,A
2374,2227,2350,2019-07-01,A
2375,2229,2351,2019-01-01,A
2376,2228,2352,2019-07-01,A
2377,2230,2353,2019-07-01,A
2378,2231,2354,2019-07-01,A
2379,2232,2355,2019-01-01,A
2380,2233,2356,2019-07-01,A
2381,2235,2357,2019-01-01,A
2382,2236,2358,2019-01-01,A
2383,2237,2359,2019-07-01,A
2384,2238,2360,2019-01-01,A
2385,2239,2361,2019-07-01,S
2386,2239,2362,2019-07-01,S
2387,2234,2363,2019-07-01,A
2388,2240,2364,2019-01-01,A
2389,2241,2365,2019-07-01,A
2390,2242,2366,2019-07-01,A
2391,2243,2367,2019-07-01,A
2392,2244,2368,2019-01-01,A
2393,2245,2369,2019-07-01,A
2394,2246,2370,2019-01-01,A
2395,2247,2371,2019-01-01,A
2396,2248,2372,2019-07-01,A
2397,2249,2373,2019-07-01,A
2398,2250,2374,2019-01-01,A
2399,2251,2375,2019-07-01,A
2400,140,2376,2019-01-01,A
2401,2253,2377,2019-01-01,A
2402,2254,2378,2019-07-01,A
2403,2255,2379,2019-07-01,A
2404,2256,2380,2019-07-01,A
2405,2257,2381,2019-07-01,A
2406,2258,2382,2019-07-01,A
2407,2259,2383,2019-07-01,A
2408,2260,2384,2019-07-01,A
2409,2261,2385,2019-07-01,A
2410,2262,2386,2019-07-01,A
2411,2263,2387,2019-07-01,A
2412,2264,2388,2019-07-01,A
2413,2265,2389,2019-07-01,A
2414,2266,2390,2019-07-01,A
2415,2267,2391,2019-07-01,A
2416,2268,2392,2019-07-01,A
2417,2269,2393,2019-01-01,A
2418,2270,2394,2019-07-01,A
2419,2271,2395,2019-01-01,A
2420,2272,2396,2019-07-01,A
2421,2273,2397,2019-01-01,A
2422,1815,2398,2019-07-01,A
2423,2274,2399,2019-01-01,A
2424,2275,2400,2019-01-01,A
2425,2276,2401,2019-07-01,A
2426,2277,2402,2019-01-01,A
2427,2278,2403,2019-01-01,A
2428,2279,2404,2019-07-01,A
2429,2280,2405,2019-07-01,A
2430,2281,2406,2019-07-01,A
2431,2282,2407,2019-07-01,A
2432,2283,2408,2019-01-01,A
2433,2284,2409,2019-07-01,A
2434,2285,2410,2019-01-01,A
2435,2286,2411,2019-01-01,A
2436,2287,2412,2019-01-01,A
2437,2288,2413,2019-07-01,A
2438,2289,2414,2019-07-01,A
2439,2290,2415,2019-07-01,A
2440,2291,2416,2019-07-01,A
2441,2292,2417,2019-07-01,A
2442,2305,2418,2019-07-01,A
2443,2306,2419,2019-01-01,A
2444,2293,2420,2019-07-01,A
2445,2294,2421,2019-07-01,A
2446,2295,2422,2019-07-01,A
2447,2307,2423,2019-07-01,A
2448,2296,2424,2019-07-01,A
2449,2297,2425,2019-07-01,A
2450,2298,2426,2019-07-01,S
2451,2308,2427,2019-07-01,A
2452,2299,2428,2019-07-01,A
2453,2301,2429,2019-07-01,A
2454,2303,2430,2019-07-01,A
2455,2309,2431,2019-07-01,A
2456,2304,2432,2019-07-01,A
2457,2311,2433,2019-07-01,A
2458,2310,2434,2019-07-01,A
2459,2319,2435,2019-07-01,A
2460,2320,2436,2019-07-01,A
2461,2321,2437,2019-07-01,A
2462,2323,2438,2019-01-01,A
2463,2324,2439,2019-01-01,A
2464,2322,2440,2019-07-01,A
2465,2325,2441,2019-01-01,A
2466,2326,2442,2019-07-01,A
2467,80,2443,2019-01-01,A
2468,2328,2444,2019-07-01,A
2469,2329,2445,2019-01-01,A
2470,2330,2446,2019-01-01,A
2471,2332,2447,2019-01-01,A
2472,2331,2448,2019-07-01,A
2473,2333,2449,2019-01-01,A
2474,2335,2450,2019-01-01,A
2475,2336,2451,2019-01-01,A
2476,2209,2452,2019-01-01,A
2477,2338,2453,2019-01-01,A
2478,2339,2454,2019-01-01,A
2479,2334,2455,2019-07-01,A
2480,2340,2456,2019-01-01,A
2481,2341,2457,2019-02-13,A
2482,2342,2458,2019-01-01,A
2483,2343,2459,2019-01-01,A
2484,2344,2460,2019-07-01,A
2485,2345,2461,2019-07-01,A
2486,2346,2462,2021-11-10,A
2487,2347,2463,2019-01-01,A
2488,2349,2464,2019-01-01,A
2489,2348,2465,2019-07-01,A
2490,2351,2466,2019-07-01,S
2491,2352,2467,2019-07-01,A
2492,2350,2468,2019-01-01,A
2493,2354,2469,2019-01-01,A
2494,2356,2470,2019-07-01,A
2495,2355,2471,2019-07-01,A
2496,2358,2472,2019-07-01,A
2497,2363,2473,2019-07-01,A
2498,2368,2474,2019-07-01,A
2499,2369,2475,2019-07-01,A
2500,2374,2476,2019-07-01,A
2501,2378,2477,2019-07-01,A
2502,2379,2478,2019-07-01,A
2503,2380,2479,2019-07-01,A
2504,2381,2480,2019-07-01,A
2505,2382,2481,2019-07-01,A
