sid,did,scode,name,paddress,address,phone,email,cby,cdate,time,edate
352,48,5,KONGOWE,KONGOWE,P.O.Box 542855,718988588,kongowe@tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
353,48,7,MBWEWE,MBWEWE,P.O.Box 542857,718988590,mbwewe@tag.or.tz,1,2019-01-01,12:07:00,19/05/2015 12:07
354,48,8,MLANDIZI,MLANDIZI,P.O.Box 542859,718988592,mlandizi@tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
355,48,9,UBENA ZOMOZI,UBENA ZOMOZI,P.O.BOX 542861,786441244,ubenazomozi@tag.or.tz,1,2019-01-01,12:23:00,03/06/2020 11:28
356,49,1,HAGATI ,HAGATI ,P.O.Box 542863,718988596,hagati @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
357,49,2,KIGONSERA ,KIGONSERA ,P.O.Box 542865,718988598,kigonsera @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
358,49,3,KINGERIKITI ,KINGERIKITI ,P.O.Box 542867,718988600,kingerikiti @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:25
359,49,4,LITEMBO ,LITEMBO ,P.O.Box 542869,718988602,litembo @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:26
360,49,5,LUKALASI ,LUKALASI ,P.O.Box 542871,718988604,lukalasi @tag.or.tz,1,2019-01-01,12:26:00,19/05/2015 12:26
361,49,6,MAGUU ,MAGUU ,P.O.Box 542873,718988606,maguu @tag.or.tz,1,2019-01-01,12:27:00,19/05/2015 12:27
362,49,7,MATIRI ,MATIRI ,P.O.Box 542875,718988608,matiri @tag.or.tz,1,2019-01-01,12:32:00,19/05/2015 12:32
363,49,9,MBAMBABAY ,MBAMBABAY ,P.O.Box 542877,718988610,mbambabay @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
364,49,8,MBINGA MJINI  ,MBINGA MJINI  ,P.O.Box 542879,718988612,mbinga mjini  @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
365,49,10,MKUMBI ,MKUMBI ,P.O.Box 542881,718988614,mkumbi @tag.or.tz,1,2019-01-01,12:34:00,19/05/2015 12:34
366,49,11,MPAPA ,MPAPA ,P.O.Box 542883,718988616,mpapa @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
367,49,12,MPEPAI ,MPEPAI ,P.O.Box 542885,718988618,mpepai @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
368,49,13,NYASA KASKAZINI ,NYASA KASKAZINI ,P.O.Box 542887,718988620,nyasa kaskazini @tag.or.tz,1,2019-01-01,12:36:00,19/05/2015 12:36
369,49,14,NYASA KUSINI ,NYASA KUSINI ,P.O.Box 542889,718988622,nyasa kusini @tag.or.tz,1,2019-01-01,12:37:00,19/05/2015 12:37
370,49,15,RUANDA ,RUANDA ,P.O.Box 542891,718988624,ruanda @tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
371,50,8,NAMTUMBO ,NAMTUMBO ,P.O.Box 542893,718988626,namtumbo @tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
372,72,1,PERAMIHO MAGHARIBI ,PERAMIHO MAGHARIBI ,P.O.BOX 542895,718988628,,1,2019-01-01,11:12:00,12/10/2021 10:16
373,72,2,PERAMIHO MASHARIKI ,PERAMIHO MASHARIKI ,P.O.BOX 542897,718988630,,1,2019-01-01,18:07:00,12/10/2021 10:30
374,72,3,RUVUMA KASKAZINI ,RUVUMA KASKAZINI ,P.O.BOX 542899,718988632,,1,2019-01-01,10:15:00,12/10/2021 10:18
375,72,4,RUVUMA KUSINI ,RUVUMA KUSINI ,P.O.BOX 542901,718988634,,1,2019-01-01,10:16:00,12/10/2021 10:19
376,72,5,SONGEA MAGHARIBI ,SONGEA MAGHARIBI ,P.O.BOX 542903,718988636,,1,2019-01-01,10:16:00,12/10/2021 10:23
377,72,6,SONGEA MASHARIKI ,SONGEA MASHARIKI ,P.O.BOX 542905,718988638,,1,2019-01-01,10:17:00,12/10/2021 10:28
378,72,7,TUNDURU ,TUNDURU ,P.O.BOX 542907,718988640,,1,2019-01-01,10:18:00,12/10/2021 10:29
379,51,1,CHUNYA ,CHUNYA ,P.O.Box 542909,718988642,chunya @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
380,51,2,CHUNYA KASKAZINI ,CHUNYA KASKAZINI ,P.O.Box 542911,718988644,chunya kaskazini @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
381,51,3,CHUNYA KATI ,CHUNYA KATI ,P.O.Box 542913,718988646,chunya kati @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
382,51,4,CHUNYA MAGHARIBI ,CHUNYA MAGHARIBI ,P.O.Box 542915,718988648,chunya magharibi @tag.or.tz,1,2019-01-01,12:01:00,19/05/2015 12:01
383,51,5,CHUNYA MASHARIKI ,CHUNYA MASHARIKI ,P.O.Box 542917,718988650,chunya mashariki @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
384,51,6,LUPA,LUPA,P.O.Box 542919,718988652,lupa@tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
385,51,7,SANGAMBI,SANGAMBI,P.O.Box 542921,718988654,sangambi@tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
386,52,1,BONDENI MAGHARIBI ,BONDENI MAGHARIBI ,P.O.Box 542923,718988656,bondeni magharibi @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
387,52,2,BONDENI MASHARIKI ,BONDENI MASHARIKI ,P.O.Box 542925,718988658,bondeni mashariki @tag.or.tz,1,2019-01-01,12:04:00,19/05/2015 12:04
388,52,3,IBABA ,IBABA ,P.O.Box 542927,718988660,ibaba @tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
389,52,4,IGALE ,IGALE ,P.O.Box 542929,718988662,igale @tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
390,52,5,ILEMBO ,ILEMBO ,P.O.Box 542931,718988664,ilembo @tag.or.tz,1,2019-01-01,12:07:00,19/05/2015 12:07
391,52,7,ISUTO ,ISUTO ,P.O.Box 542933,718988666,isuto @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
392,52,6,IWINDI ,IWINDI ,P.O.Box 542935,718988668,iwindi @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
393,52,8,MBALIZI ,MBALIZI ,P.O.Box 542937,718988670,mbalizi @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
394,52,9,NGULILO ,NGULILO ,P.O.Box 542939,718988672,ngulilo @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
395,52,10,SANTILYA ,SANTILYA ,P.O.Box 542941,718988674,santilya @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:25
396,52,11,UTENGULE USONGWE,MSHEWE - KUSINI MAGHARIBI,P.O.BOX 542943,718988676,,1,2019-01-01,12:25:00,11/05/2022 08:21
397,53,6,CHIMALA,CHIMALA,P.O.Box 542945,718988678,chimala@tag.or.tz,1,2019-01-01,12:26:00,19/05/2015 12:26
398,53,7,IGOMA,IGOMA,P.O.Box 542947,718988680,igoma@tag.or.tz,1,2019-01-01,12:27:00,19/05/2015 12:27
399,53,8,ILOMBA,ILOMBA,P.O.Box 542949,718988682,ilomba@tag.or.tz,1,2019-01-01,12:32:00,19/05/2015 12:32
400,53,9,IWAMBI,IWAMBI,P.O.Box 542951,718988684,iwambi@tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
401,53,10,IYUNGA,IYUNGA,P.O.Box 542953,718988686,iyunga@tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
402,53,11,KALOBE,KALOBE,P.O.Box 542955,718988688,kalobe@tag.or.tz,1,2019-01-01,12:34:00,19/05/2015 12:34
403,53,12,KAWETILE,KAWETILE,P.O.Box 542957,718988690,kawetile@tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
404,53,13,LWANJILO ,LWANJILO ,P.O.Box 542959,718988692,lwanjilo @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
405,53,14,MBARALI KATI ,MBARALI KATI ,P.O.Box 542961,718988694,mbarali kati @tag.or.tz,1,2019-01-01,12:36:00,19/05/2015 12:36
406,53,15,MBARALI MASHARIKI ,MBARALI MASHARIKI ,P.O.Box 542963,718988696,mbarali mashariki @tag.or.tz,1,2019-01-01,12:37:00,19/05/2015 12:37
407,53,16,MSWISWI,MSWISWI,P.O.Box 542965,718988698,mswiswi@tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
408,53,17,MWANJELWA ,MWANJELWA ,P.O.Box 542967,718988700,mwanjelwa @tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
409,53,1,RUANDA  ,RUANDA  ,P.O.Box 542969,718988702,ruanda  @tag.or.tz,1,2019-01-01,11:12:00,19/05/2015 10:14
410,53,2,SIMAMBWE,SIMAMBWE,P.O.Box 542971,718988704,simambwe@tag.or.tz,1,2019-01-01,18:07:00,19/05/2012 18:07
411,53,3,SOKOMATOLA  ,SOKOMATOLA  ,P.O.Box 542973,718988706,sokomatola  @tag.or.tz,1,2019-01-01,10:15:00,19/05/2015 10:15
412,53,5,UYOLE KATI ,UYOLE KATI ,P.O.Box 542975,718988708,uyole kati @tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
413,53,4,UYOLE MAGHARIBI ,UYOLE MAGHARIBI ,P.O.Box 542977,718988710,uyole magharibi @tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
414,54,1,BUSOKELO ,BUSOKELO ,P.O.Box 542979,718988712,busokelo @tag.or.tz,1,2019-01-01,10:17:00,19/05/2015 10:17
415,54,2,IPINDA ,IPINDA ,P.O.Box 542981,718988714,ipinda @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
416,54,3,KINYALA ,KINYALA ,P.O.Box 542983,718988716,kinyala @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
417,54,4,KYELA MAGHARIBI ,KYELA MAGHARIBI ,P.O.Box 542985,718988718,kyela magharibi @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
418,54,5,KYELA MJINI ,KYELA MJINI ,P.O.Box 542987,718988720,kyela mjini @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
419,54,6,MATEMA ,MATEMA ,P.O.Box 542989,718988722,matema @tag.or.tz,1,2019-01-01,12:01:00,19/05/2015 12:01
420,54,7,MILIMANI ,MILIMANI ,P.O.Box 542991,718988724,milimani @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
421,54,8,MWAKALELI ,MWAKALELI ,P.O.Box 542993,718988726,mwakaleli @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
422,54,10,NTABA ,NTABA ,P.O.Box 542995,718988728,ntaba @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
423,54,9,NTEBELA ,NTEBELA ,P.O.Box 542997,718988730,ntebela @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
424,54,11,RUNGWE KASKAZINI ,RUNGWE KASKAZINI ,P.O.Box 542999,718988732,rungwe kaskazini @tag.or.tz,1,2019-01-01,12:04:00,19/05/2015 12:04
425,54,12,UKUKWE,RUNGWE KATI,P.O.BOX 543001,718988734,,1,2019-01-01,12:06:00,08/06/2022 11:40
426,54,13,RUNGWE KUSINI ,RUNGWE KUSINI ,P.O.Box 543003,718988736,rungwe kusini @tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
427,54,14,TUKUYU KASKAZINI ,TUKUYU KASKAZINI ,P.O.Box 543005,718988738,tukuyu kaskazini @tag.or.tz,1,2019-01-01,12:07:00,19/05/2015 12:07
428,54,15,TUKUYU MJINI ,TUKUYU MJINI ,P.O.Box 543007,718988740,tukuyu mjini @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
429,54,16,USHIRIKA ,USHIRIKA ,P.O.Box 543009,718988742,ushirika @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
430,55,1,IGWACHANYA ,IGWACHANYA ,P.O.Box 543011,718988744,igwachanya @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
431,55,2,IKUNA ,IKUNA ,P.O.Box 543013,718988746,ikuna @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
432,55,3,ISIMIKE,ISIMIKE,P.O.Box 543015,718988748,isimike@tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:25
433,55,4,LUPEMBE ,LUPEMBE ,P.O.Box 543017,718988750,lupembe @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:26
434,55,5,MAKAMBAKO/ ISITUMIKE MAANA NDO MAKAMBAKO MASHARIKI,MAKAMBAKO,P.O.BOX 543019,718988752,makambo@tag.or.tz,1,2019-01-01,12:26:00,20/09/2022 07:04
435,55,6,MTWANGO ,MTWANGO ,P.O.Box 543021,718988754,mtwango @tag.or.tz,1,2019-01-01,12:27:00,19/05/2015 12:27
436,55,7,WANGING'OMBE  KUSINI,WANGING'OMBE  ,P.O.BOX 543023,718988756,wanging'ombekusini@tag.or.tz,1,2019-01-01,12:32:00,28/07/2021 12:19
437,56,1,BULONGWA ,BULONGWA ,P.O.Box 543025,718988758,bulongwa @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
438,56,2,KIBENA ,KIBENA ,P.O.Box 543027,718988760,kibena @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
439,56,3,LIGANGA  ,LIGANGA  ,P.O.Box 543029,718988762,liganga  @tag.or.tz,1,2019-01-01,12:34:00,19/05/2015 12:34
440,56,4,LUDEWA ,LUDEWA ,P.O.Box 543031,718988764,ludewa @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
441,56,5,MAKETE ,MAKETE ,P.O.Box 543033,718988766,makete @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
442,56,6,MLANGALI,MLANGALI,P.O.Box 543035,718988768,mlangali@tag.or.tz,1,2019-01-01,12:36:00,19/05/2015 12:36
443,56,7,NJOMBE ,NJOMBE ,P.O.Box 543037,718988770,njombe @tag.or.tz,1,2019-01-01,12:37:00,19/05/2015 12:37
444,56,8,TANDALA ,TANDALA ,P.O.Box 543039,718988772,tandala @tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
445,56,9,UWEMBA,UWEMBA,P.O.Box 543041,718988774,uwemba@tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
446,57,1,KALAMBO MAGHARIBI,KALAMBO MAGHARIBI,P.O.Box 543043,718988776,kalambo magharibi@tag.or.tz,1,2019-01-01,11:12:00,19/05/2015 10:14
447,57,2,KALAMBO MASHARIKI,KALAMBO MASHARIKI,P.O.Box 543045,718988778,kalambo mashariki@tag.or.tz,1,2019-01-01,18:07:00,19/05/2012 18:07
448,57,3,LAELA,LAELA,P.O.Box 543047,718988780,laela@tag.or.tz,1,2019-01-01,10:15:00,19/05/2015 10:15
449,57,4,LYANGALILE ,LYANGALILE ,P.O.Box 543049,718988782,lyangalile @tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
450,57,5,MAMBWE KASKAZINI,MAMBWE KASKAZINI,P.O.Box 543051,718988784,mambwe kaskazini@tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
451,57,6,MAMBWE KUSINI ,MAMBWE KUSINI ,P.O.Box 543053,718988786,mambwe kusini @tag.or.tz,1,2019-01-01,10:17:00,19/05/2015 10:17
452,57,7,NAMANYERE KASKAZINI- AINA WATU,NAMANYERE KASKAZINI ,P.O.BOX 543055,718988788,,1,2019-01-01,10:18:00,21/07/2022 09:36
453,57,8,NAMANYERE KUSINI ,NAMANYERE KUSINI ,P.O.Box 543057,718988790,namanyere kusini @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
454,58,1,BONDENI KASKAZINI  ,BONDENI KASKAZINI  ,P.O.Box 543059,718988792,bondeni kaskazini  @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
455,58,2,BONDENI KATI ,BONDENI KATI ,P.O.Box 543061,718988794,bondeni kati @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
456,58,3,BONDENI KUSINI,BONDENI KUSINI,P.O.Box 543063,718988796,bondeni kusini@tag.or.tz,1,2019-01-01,12:01:00,19/05/2015 12:01
457,58,4,KWELA ,KWELA ,P.O.Box 543065,718988798,kwela @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
458,58,5,NKASI ,NKASI ,P.O.Box 543067,718988800,nkasi @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
459,58,6,SUMBAWANGA KASKAZINI ,SUMBAWANGA KASKAZINI ,P.O.Box 543069,718988802,sumbawanga kaskazini @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
460,58,7,SUMBAWANGA KUSINI ,SUMBAWANGA KUSINI ,P.O.Box 543071,718988804,sumbawanga kusini @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
461,59,1,BULAMBYA ,BULAMBYA ,P.O.Box 543073,718988806,bulambya @tag.or.tz,1,2019-01-01,12:04:00,19/05/2015 12:04
462,59,2,BUNDALI ,BUNDALI ,P.O.Box 543075,718988808,bundali @tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
463,59,3,IHANDA - MAGHARIBI,IHANDA ,P.O.BOX 543077,718988810,,1,2019-01-01,12:06:00,03/05/2022 10:02
464,59,4,MPEMBA,MPEMBA,P.O.BOX 543079,718988812,mpembe@tag.or.tz,1,2019-01-01,12:07:00,16/09/2021 09:42
465,59,5,MSANGANO ,MSANGANO ,P.O.Box 543081,718988814,msangano @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
466,59,6,NDALAMBO ,NDALAMBO ,P.O.Box 543083,718988816,ndalambo @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
467,59,7,TUNDUMA ,TUNDUMA ,P.O.Box 543085,718988818,tunduma @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
468,60,1,CHILULUMO ,CHILULUMO ,P.O.Box 543087,718988820,chilulumo @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
469,60,2,ITAKA ,ITAKA ,P.O.Box 543089,718988822,itaka @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:25
470,60,3,IYULA ,IYULA ,P.O.Box 543091,718988824,iyula @tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:26
471,60,4,KAMSAMBA ,KAMSAMBA ,P.O.Box 543093,718988826,kamsamba @tag.or.tz,1,2019-01-01,12:26:00,19/05/2015 12:26
472,60,5,MAHENJE ,MAHENJE ,P.O.Box 543095,718988828,mahenje @tag.or.tz,1,2019-01-01,12:27:00,19/05/2015 12:27
473,60,6,MLOWO ,MLOWO ,P.O.Box 543097,718988830,mlowo @tag.or.tz,1,2019-01-01,12:32:00,19/05/2015 12:32
474,60,7,MSIYA ,MSIYA ,P.O.Box 543099,718988832,msiya @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
475,60,8,NYIMBILI ,NYIMBILI ,P.O.Box 543101,718988834,nyimbili @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
476,60,9,VWAWA ,VWAWA ,P.O.Box 543103,718988836,vwawa @tag.or.tz,1,2019-01-01,12:34:00,19/05/2015 12:34
477,61,3,INYONGA ,INYONGA ,P.O.Box 543105,718988838,inyonga @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
478,61,4,KABUNGU,KABUNGU,P.O.Box 543107,718988840,kabungu@tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
479,61,5,MAMBA,MAMBA,P.O.Box 543109,718988842,mamba@tag.or.tz,1,2019-01-01,12:36:00,19/05/2015 12:36
480,61,6,MLELE ,MLELE ,P.O.Box 543111,718988844,mlele @tag.or.tz,1,2019-01-01,12:37:00,19/05/2015 12:37
481,61,7,MPANDA ,MPANDA ,P.O.Box 543113,718988846,mpanda @tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
482,61,8,MPIMBWE,MPIMBWE,P.O.Box 543115,718988848,mpimbwe@tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
483,61,1,NSIMBO,NSIMBO,P.O.Box 543117,718988850,nsimbo@tag.or.tz,1,2019-01-01,11:12:00,19/05/2015 10:14
484,61,2,TANGANYIKA ,TANGANYIKA ,P.O.Box 543119,718988852,tanganyika @tag.or.tz,1,2019-01-01,18:07:00,19/05/2012 18:07
485,62,1,KAKONKO ,KAKONKO ,P.O.Box 543121,718988854,kakonko @tag.or.tz,1,2019-01-01,10:15:00,19/05/2015 10:15
486,62,2,KIBONDO MJINI ,KIBONDO MJINI ,P.O.Box 543123,718988856,kibondo mjini @tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
487,62,3,KIFURA ,KIFURA ,P.O.Box 543125,718988858,kifura @tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
488,62,4,KITAHANA ,KITAHANA ,P.O.Box 543127,718988860,kitahana @tag.or.tz,1,2019-01-01,10:17:00,19/05/2015 10:17
489,62,5,MABAMBA ,MABAMBA ,P.O.Box 543129,718988862,mabamba @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
490,62,6,MUGUNZU ,MUGUNZU ,P.O.Box 543131,718988864,mugunzu @tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
491,63,1,BUHIGWE ,BUHIGWE ,P.O.Box 543133,718988866,buhigwe @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
492,63,2,KASULU MJINI ,KASULU MJINI ,P.O.Box 543135,718988868,kasulu mjini @tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
493,63,3,MAKERE ,MAKERE ,P.O.Box 543137,718988870,makere @tag.or.tz,1,2019-01-01,12:01:00,19/05/2015 12:01
494,63,4,NYAKITONTO ,NYAKITONTO ,P.O.Box 543139,718988872,nyakitonto @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
495,64,1,BUHINGU ,BUHINGU ,P.O.Box 543141,718988874,buhingu @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
496,64,2,ILAGALA ,ILAGALA ,P.O.Box 543143,718988876,ilagala @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
497,64,3,KIGOMA MJINI ,KIGOMA MJINI ,P.O.Box 543145,718988878,kigoma mjini @tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
498,64,4,LUGUVU,LUGUVU,P.O.Box 543147,718988880,luguvu@tag.or.tz,1,2019-01-01,12:04:00,19/05/2015 12:04
499,64,5,SIGUNGA,SIGUNGA,P.O.Box 543149,718988882,sigunga@tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
500,64,6,UVINZA ,UVINZA ,P.O.Box 543151,718988884,uvinza @tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
501,65,1,KISHAPU MAGHARIBI ,KISHAPU MAGHARIBI ,P.O.Box 543153,718988886,kishapu magharibi @tag.or.tz,1,2019-01-01,12:07:00,19/05/2015 12:07
502,65,2,KISHAPU MASHARIKI ,KISHAPU MASHARIKI ,P.O.Box 543155,718988888,kishapu mashariki @tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
503,65,3,SHINYANGA MJINI KASKAZINI,SHINYANGA MJINI KASKAZINI,P.O.Box 543157,718988890,shinyanga mjini kaskazini@tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
504,65,4,SHINYANGA MJINI KATI ,SHINYANGA MJINI KATI ,P.O.Box 543159,718988892,shinyanga mjini kati @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
505,65,5,SHINYANGA MJINI KUSINI ,SHINYANGA MJINI KUSINI ,P.O.Box 543161,718988894,shinyanga mjini kusini @tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
506,65,6,SHINYANGA VIJIJINI KASKAZINI MAGHARIBI,SHINYANGA VIJIJINI KASKAZINI MAGHARIBI,P.O.Box 543163,718988896,shinyanga vijijini kaskazini magharibi@tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:25
507,65,7,SHINYANGA VIJIJINI KATI,SHINYANGA VIJIJINI KATI,P.O.Box 543165,718988898,shinyanga vijijini kati@tag.or.tz,1,2019-01-01,12:25:00,19/05/2015 12:26
508,65,8,SHINYANGA VIJIJINI  KUSINI MASHARIKI,SHINYANGA VIJIJINI  KUSINI MASHARIKI,P.O.Box 543167,718988900,shinyanga vijijini  kusini mashariki@tag.or.tz,1,2019-01-01,12:26:00,19/05/2015 12:26
509,65,9,SHINYANGA VIJIJINI MAGHARIBI ,SHINYANGA VIJIJINI MAGHARIBI ,P.O.Box 543169,718988902,shinyanga vijijini magharibi @tag.or.tz,1,2019-01-01,12:27:00,19/05/2015 12:27
510,66,1,KAHAMA  MASHARIKI ,KAHAMA  MASHARIKI ,P.O.Box 543171,718988904,kahama  mashariki @tag.or.tz,1,2019-01-01,12:32:00,19/05/2015 12:32
511,66,2,KAHAMA KASKAZINI ,KAHAMA KASKAZINI ,P.O.Box 543173,718988906,kahama kaskazini @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
512,66,3,KAHAMA KUSINI ,KAHAMA KUSINI ,P.O.Box 543175,718988908,kahama kusini @tag.or.tz,1,2019-01-01,12:33:00,19/05/2015 12:33
513,66,4,MSALALA  KASKAZINI ,MSALALA  KASKAZINI ,P.O.Box 543177,718988910,msalala  kaskazini @tag.or.tz,1,2019-01-01,12:34:00,19/05/2015 12:34
514,66,5,MSALALA  KUSINI ,MSALALA  KUSINI ,P.O.Box 543179,718988912,msalala  kusini @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
515,66,6,USHETU  MAGHARIBI ,USHETU  MAGHARIBI ,P.O.Box 543181,718988914,ushetu  magharibi @tag.or.tz,1,2019-01-01,12:35:00,19/05/2015 12:35
516,66,7,USHETU MASHARIKI ,USHETU MASHARIKI ,P.O.Box 543183,718988916,ushetu mashariki @tag.or.tz,1,2019-01-01,12:36:00,19/05/2015 12:36
517,67,6,IGUNGA KASKAZINI,IGUNGA KASKAZINI,P.O.Box 543185,718988918,igunga kaskazini@tag.or.tz,1,2019-01-01,12:37:00,19/05/2015 12:37
518,67,7,IGUNGA KUSINI,IGUNGA KUSINI,P.O.Box 543187,718988920,igunga kusini@tag.or.tz,1,2019-01-01,12:38:00,19/05/2015 12:38
519,67,8,CHIOMA,NKINGA KASKAZINI,P.O.BOX 543189,718988922,,1,2019-01-01,12:38:00,02/05/2023 08:22
520,67,1,NKINGA ,NKINGA KUSINI,P.O.BOX 543191,718988924,,1,2019-01-01,11:12:00,02/05/2023 08:20
521,67,2,NZEGA KUSINI,NZEGA KUSINI,P.O.Box 543193,718988926,nzega kusini@tag.or.tz,1,2019-01-01,18:07:00,19/05/2012 18:07
522,67,3,NZEGA KUSINI MAGHARIBI,NZEGA KUSINI MAGHARIBI,P.O.Box 543195,718988928,nzega kusini magharibi@tag.or.tz,1,2019-01-01,10:15:00,19/05/2015 10:15
523,67,4,NZEGA MAGHARIBI,NZEGA MAGHARIBI,P.O.Box 543197,718988930,nzega magharibi@tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
524,67,5,NZEGA MASHARIKI,NZEGA MASHARIKI,P.O.Box 543199,718988932,nzega mashariki@tag.or.tz,1,2019-01-01,10:16:00,19/05/2015 10:16
